CementComponent,BlastFurnaceSlag,FlyAshComponent,WaterComponent,SuperplasticizerComponent,CoarseAggregateComponent,FineAggregateComponent,AgeInDays,Strength
387.9,20,94.1,157.9,5.5,938.2,845,56,56.5
349,0,0,192,0,1047,806,360,42.7
314,145,113,178,8,1002,690,28,33.56
382,0,0,185,0,1047,739,28,33.73
349,0,0,192,0,1047,806,7,7.68
362.6,189,0,164.9,11.6,944.7,755.8,7,45.9
469,117.2,0,137.8,32.2,852.1,840.5,56,79.4
238,0,0,185,0,1118,789,14,23.7
375,0,0,186,8.9,1056,769,28,60.29
427.5,47.5,0,228,0,932,594,180,51.73
237.5,237.5,0,228,0,932,594,180,46.2
446,24,79,162,7,967,712,3,28.1
393,0,0,192,0,940,758,7,17.24
331,0,0,192,0,978,825,7,30.12
446,20,79,162,8.9,967,712,7,23.35
249.1,0,98.8,158.1,12.8,987.8,889,100,42.33
531.3,0,0,141.8,28.2,852.1,893.7,7,54.9
385,0,0,186,0,966,763,28,33.08
425,106.3,0,153.5,16.5,852.1,887.1,7,39.66
255.5,132.4,0,192,0,927.4,717.8,90,61.89
304,0,0,228,0,932,670,270,54.38
307,0,0,193,0,968,812,90,54.32
331,0,0,192,0,1025,821,120,38.33
133,200,0,192,0,946.8,856.8,90,33.27
310,0,0,192,0,970,850,90,30.12
181.6,272.8,0,185.7,0,1012.4,739.3,28,20.59
246.8,0,125.1,143.3,12,1086.8,800.9,28,68.75
213.8,0,24.5,181.7,6.7,1066,785.5,14,33.66
500.1,0,0,200,0,1125,613.2,28,55.02
397,0,0,185.7,0,1040.6,734.3,7,38.6
500,0,0,195,6,1033,655,28,44.09
375,93.8,0,126.6,23.4,852.1,992.6,56,43.57
333,0,0,192,0,931.2,842.6,7,33
277,0,0,191,0,968,856,180,41.84
166.8,250.2,0,203.5,0,975.6,692.6,28,24.29
250,0,0,192,0,978,825,90,38.77
236,0,0,193,0,968,885,90,32.9
382.5,0,0,185.7,0,1047.8,739.3,28,39.27
349,0,0,192,0,1047,806.9,3,30.85
218.2,54.6,123.8,140.8,11.2,1075.7,792.7,56,34.24
147.8,175.1,0,171.2,12,1000,828.5,28,52.82
439,118.8,0,185.7,11.1,824.3,707.9,28,36.8
151,0,184,167,12,991,675,28,23.74
250,0,95.7,191.8,5.3,948.9,857.2,14,25.42
252,0,0,185,0,1111,784,7,10.38
213.7,0,174.7,154.8,10.2,1053.5,776.4,3,24.5
321.3,164.2,0,190.5,4.6,870,774,28,22.9
166.1,0,167,163.3,7.9,1058.6,770.1,28,20.08
133,200,0,192,0,927.4,839.2,3,9.01
200,0,185,180,0,1125,845,28,39
540,0,0,173,0,1125,613,28,71.3
251.4,0,118.3,192.9,5.8,1026.6,754.3,14,13.57
376,0,0,214.6,0,1003.5,762.4,28,55.9
540,0,0,173,0,1125,613,7,13.2
387,20,94,157,23.4,938,845,56,56.14
491,26,123,210,12,882,699,28,53.9
339,0,0,197,0,968,781,180,39.23
145,0,142,168,8,801,801,28,41.15
275.1,189,0,159.4,9.7,1055.6,777.8,56,43.58
182,45.2,122,170.2,8.2,1059.4,780.7,100,50.6
349,0,0,192,0,1047,806,180,36.35
262,111,86,195,5,895,733,28,55.64
349,0,0,192,0,1056,809,180,42.35
380,0,0,228,0,932,670,270,50.77
305.3,181.2,0,195.5,6.7,1013.2,730.4,28,44.28
446,24,79,162,11.6,967,712,7,38.07
194.7,0,0,170.6,7.5,998,901.8,100,66.1
380,0,0,228,0,932,670,270,42.29
254,0,0,198,0,968,863,3,9.69
310,0,0,192,0,970,850,180,39.38
157,116,89.6,192,7,927.4,839.2,28,41.37
362.6,189,0,164.9,11.6,944.7,755.8,56,43.94
342,38,0,228,0,932,670,270,45.3
331,0,0,192,0,978,825,360,33.69
297.2,0,117.5,174.8,6.7,1022.8,753.5,3,14.7
198.6,132.4,0,192,0,978.4,825.5,180,41.05
281,0,0,186,0,1031,795,28,38.33
362.6,0,0,164.9,11.6,944.7,755.8,28,29.55
380,0,0,228,0,932,670,180,32.92
165,0,143.6,163.8,0,1005.6,900.9,100,33.06
228,342.1,0,185.7,0,955.8,674.8,28,36.35
139.6,209.4,0,192,0,1047,806.9,90,37.92
277.2,97.8,24.5,160.7,6.7,1061.7,782.5,56,45.71
349,0,0,192,0,1056,809,90,56.63
355,19,97,158,13.9,967,871,7,6.88
337.9,189,0,174.9,9.5,944.7,755.8,28,71.3
331,0,0,192,0,1025,821,3,13.82
272.8,0,0,185,0,1012.4,714.3,3,6.81
135.7,203.5,0,185.7,0,1076.2,759.3,28,30.23
332.5,142.5,0,228,0,932,594,90,47.97
194.7,0,100.5,165.6,6.5,1006.4,905.9,14,10.09
251.4,0,118.3,188.5,6.4,1028.4,757.7,100,46.93
194.7,0,100.5,170.2,8.5,998,901.8,56,39.7
139.6,209.4,0,192,0,1047,806.9,180,48.79
397,0,0,192,0,940.6,756.8,90,43.57
500,0,0,200,0,1125,613,7,21.91
362.6,189,0,164.9,11.6,944.7,755.8,3,13.62
359,19,141,154,20,942,801,3,13.57
425,106.3,0,153.9,16.5,936.2,887.1,7,41.24
200,133,0,192,0,965.4,806.2,3,13.4
250.2,166.8,0,203.5,0,966,695.3,3,13.71
381.4,0,0,185.8,0,1104.6,784.3,365,41.05
387,20,94,157,11.6,938,845,3,33.42
300,0,0,203,0,1075,795,28,37.43
139.6,209.4,0,192,0,1047,806.9,90,81.75
237.5,237.5,0,228,0,932,594,365,39.59
252.3,0,98.8,146.3,14.2,987.8,889,3,45.3
305.3,203.5,0,203.5,0,965.4,631,90,52.52
277,0,87,193,7,968,812,28,27.23
200,133,0,192,0,978,825,90,23.69
238.1,0,0,185.7,0,1118.8,789.3,7,13.71
480,0,0,192,0,936.2,712.2,3,19.42
212.5,0,100.4,159.3,8.7,1003.8,903.6,56,32.72
362.6,189,0,164.9,11.6,944.7,755.8,56,53.96
376,0,0,214.6,0,1003.5,762.4,100,37.43
152,144,112,184,3,992,816,28,29.07
158.8,210.7,0,187.4,8.2,1049.3,688.7,28,43.58
173.5,116,90.3,192,5.8,927.4,839.2,28,38.7
246.8,0,125.1,143.3,0,1086.8,800.9,14,27.42
116,173,0,192,0,909.8,891.9,28,20.59
376,0,0,214.6,0,1003.5,762.4,100,50.6
331,0,0,192,0,978,825,3,15.09
222.4,0,96.7,189.3,7.8,967.1,870.3,14,18.75
500,0,0,200,0,1125,613,180,52.04
264.5,111,86.5,195.5,5.9,832.6,790.4,28,56.63
349,0,0,192,0,1047,806.9,3,22.9
255,0,0,192,8,888,943.1,100,42.13
277,0,0,191,0,968,856,90,48.99
382,0,0,185,0,1047,739,28,33.76
190.3,0,125.2,162.1,7.8,1090,804,3,10.35
250,106.3,0,153.5,16.5,852.1,887.1,7,25.89
446,24,79,162,11.6,967,712,28,61.23
238.2,158.8,0,186.7,0,1040.6,734.3,7,21.91
310,145,0,178,8,1124,830,28,24.28
231.8,0,121.6,185.7,6.7,1076.2,759.3,7,25.18
362.6,0,0,164.9,11.6,940.6,867.7,3,24.4
186.2,124.1,0,185.7,0,1083.4,764.3,28,22.49
236,157,0,192,0,972.6,749.1,7,15.42
380,0,0,228,0,932,670,365,53.58
218.2,0,124.1,160.7,11.3,1076.2,778.5,14,17.34
277,0,0,191,0,968,856,180,37.34
289,0,0,192,0,913.2,895.3,90,40.71
238,20,94,157,13.9,938,845,7,12.46
322.2,0,115.6,196,10.4,817.9,813.2,28,37.81
376,0,0,214.6,0,1003.5,762.4,14,21.75
157,236,0,191.4,5.3,946.8,852.2,28,39.84
339.2,0,0,185.7,0,1069.2,754.3,7,19.35
331,0,0,192,0,1025,821,28,22.63
339.2,0,0,185.7,0,1069.2,754.3,90,52.2
385,0,0,186,0,966,763,28,59.89
200,133,0,192,0,965.4,806.2,90,37.26
491,26,123,201,3.9,822,699,3,9.73
313,145,0,174,9,882,783,28,36.99
295,0,0,185,0,1069,769,7,16.28
397,0,0,185,0,1040,734,28,39.05
525,0,0,189,0,1125,613,28,25.75
252.3,0,98.8,146.3,14.2,987.8,889,3,21.5
350,0,0,203,0,974,775,180,50.95
350,0,0,203,0,974,775,3,4.83
238.2,158.8,0,185.7,0,1040.6,734.3,28,23.74
393,0,0,192,0,940.6,785.6,90,33.06
313.3,145,0,178.1,8.2,967.1,689.3,28,74.17
339.2,0,0,185.7,0,1069.2,754.3,7,11.47
212,0,125.2,180.3,11.6,1057.6,779.3,100,39.3
531.3,0,0,141.8,28.2,852.1,893.7,56,72.99
439,177,97.4,181.7,14.3,838.2,707.9,28,51.43
296,0,0,192,0,1085,765,90,33.72
182,45.2,122,170.2,8.2,1059.4,780.7,100,45.37
362.6,189,0,164.9,7.5,944.7,755.8,7,36.45
500,0,0,200,0,1125,613,180,35.23
393,0,0,192,0,940.6,785.6,28,39.3
382.5,147.2,0,185.7,0,1040.6,734.3,7,18.13
332.5,142.5,0,228,0,932,594,28,24.29
213.8,98.1,24.5,181.7,6.7,1066,785.5,3,6.94
173,116.8,0,192,0,946.8,856.8,7,22.93
231.8,0,121.6,174,6.7,1056.4,778.5,3,23.84
238.1,0,94.1,187.4,5.7,949.9,847,100,52.52
381.4,0,0,185.7,0,1104.6,784.3,7,7.4
307,0,0,193,0,968,812,180,36.84
382,0,0,185,0,1047,739,7,33.4
297.2,117.5,0,185.7,0,1026.6,724.3,7,25.56
165,0,143.6,163.8,12.8,1005.6,900.9,100,65.2
425,106.3,0,151.4,12.8,936,803.7,28,38.11
304,76,0,228,0,932,670,270,33.21
310,0,0,192,0,1012,830,3,6.28
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,53.46
165,0,143.6,164.9,12.2,1005.6,770.1,100,53.52
380,0,0,228,0,932,670,270,54.28
342,38,0,228,0,932,670,90,41.54
165,0,143.6,163.8,0,1005.6,900.9,14,21.82
139.6,209.4,0,192,0,1047,806.9,7,23.7
500,0,0,200,0,1125,613,180,50.53
332.5,142.5,0,228,0,932,594,90,21.97
238.1,0,94.1,186.7,7,949.9,847,28,18.75
200,133,0,192,0,965.4,806.2,7,13.29
313.3,145,0,178.5,8,1001.9,688.7,28,55.51
362.6,189,0,164.9,11.6,944,755.8,7,46.68
273,105,82,178,9,910,745,28,39.42
349,0,0,192,0,1047,806,14,22.49
288,121,0,177,3,908,829,28,47.1
139.6,209.4,0,192,0,1047,806.9,7,10.03
304,76,0,228,0,932,670,3,26.23
212,141.3,0,203.5,0,973.4,750,3,9.56
133,175,0,182,8,965,674,28,27.63
300,0,0,180,0,1069,775,28,27.53
139.6,209.4,0,192,0,1047,806.9,3,28.8
322,0,0,185,0,951,709,28,27.04
236,0,0,193,0,968,845,3,15.09
491,26,123,210,3.9,882,699,7,38.2
525,0,0,189,0,1125,613,3,40.93
249.1,0,98.8,158.1,12.8,987.8,889,28,28.99
200,133,0,192,0,965.4,856.8,90,31.27
213.8,98.1,24.5,181.7,6.7,1066,785.5,3,12.84
491,26,123,210,3.9,882,699,3,13.46
380,190,0,228,0,932,670,365,39.45
238.1,0,94.1,186.7,7,949.9,847,100,44.52
252.5,0,0,185.7,0,1111.6,784.3,28,27.74
480,0,0,192,0,936,721,90,37.43
331,0,0,193,0,968,821,28,37.72
424,22,0,182,8.9,822,750,28,49.25
198.6,132.4,0,192,0,978.4,754.3,28,38.77
500,0,0,200,0,1125,613,28,45.85
305.3,203.5,0,203.5,0,965.4,631,90,37.43
382.5,0,0,185.7,0,1047.8,739.3,28,31.35
295.8,0,0,185.7,0,1091.4,769.3,28,22.53
307,0,0,193,0,968,812,28,33.56
500,0,0,151,3,1033,655,28,59
393,0,0,192,0,940.6,785.6,90,49.25
385,0,0,186,0,966,763,270,51.72
252,0,0,185,0,1111,784,28,47.71
446,24,79,162,11.6,967,712,7,36.96
158,111,86,195,7,877,783,28,32.72
183.9,116.8,0,203.5,0,959.2,800,28,24.29
190.3,189,0,161.9,5.3,958.2,800.1,28,33.04
159,212,0,203,12,972,641,28,33.96
153.1,145,113,178.5,8,1001.9,688.7,28,32.04
213.8,0,24.5,181.7,11.2,1066,785.5,28,41.41
213.8,98.1,24.5,181.7,24.5,1066,785.5,28,50.6
540,0,0,162,2.5,1040,676,28,57.23
349,0,0,192,0,1047,806,1,52.01
289,0,0,192,0,913.2,895.3,28,22.44
446,0,79,162,10.3,967,712,3,4.78
349,0,0,192,0,1047,806,3,14.31
331,116,0,192,0,1025,675,28,35.76
425,106.3,0,153.5,16.5,852.1,887.1,7,39.61
252,0,0,184,11,1111,784,28,37.68
190.7,128,125.4,162,9,1090,804,28,35.87
313.3,262.2,0,175.5,8.9,1046.9,611.8,56,52.42
500,0,0,200,7.6,867,613,28,12.05
194.7,0,100.5,165.6,7.5,1006.4,905.9,28,43.8
304,76,0,228,0,932,670,7,22.9
122.6,183.9,0,203.5,0,949.9,694.1,90,49.8
158.8,238.2,0,185.7,0,1040.6,734.3,100,73.7
401.8,94.7,0,189.3,11.4,949.9,852.2,28,52.91
427.5,47.5,0,228,0,932,594,28,39.15
236,0,0,194,0,968,885,180,35.23
424,20,132,168,8.9,822,801,56,41.37
167,75.4,167,164,7.9,1007.3,770.1,100,44.52
500,0,0,200,0,1125,845,28,41.68
284,120,0,168,7,970,794,28,52.2
276,116,90,180,9,870,780,28,19.93
304,76,0,228,0,932,670,90,76.24
310,0,0,192,0,1050,850,90,26.92
249.1,0,98.8,158.1,12.8,987.8,889,3,12.05
213.7,0,174.7,154.8,10.2,1053.5,776.4,56,46.39
382.5,0,0,185.7,0,1047.8,739.3,7,24.44
350,164,0,203,0,974,775,28,39.61
304,76,0,228,0,932,670,270,38.77
349,0,0,192,0,1047,806,360,43.7
238,0,0,185,0,1118,789,365,38.07
331,0,0,192,0,1025,821,28,31.03
304,76,0,228,0,932,670,180,32.88
149,236,0,193,0,968,806.2,180,32.72
261,100,78,201,7,854,655,28,52.42
288,192,0,192,0,932,717.8,90,56.74
252,0,0,186,0,1111,784,28,48.7
288.4,121,0,177.4,0,907.9,829.5,28,29.79
236,0,0,194,0,968,885,14,18.03
525,0,0,189,0,1125,613,180,77.3
212,0,100,159,11.7,1007.8,903.8,56,44.61
266,114,0,228,0,932,670,365,37.27
238,0,0,185,0,1118,789,28,61.86
190.3,0,125.1,161.9,9.9,1088.1,802.6,28,61.99
239.6,239.6,0,185.7,0,998.2,789.3,28,16.5
366,187,0,191,7,824,756,28,49.2
312,0,113.3,178.1,8.5,999.7,822.2,28,37.26
520,0,0,170,5.2,855,855,28,66.78
298,0,107,193,6,819,778,28,30.22
313,145,0,178,8,967,870,28,19.42
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,41.24
220.8,0,0,185.7,0,1055,744.3,7,13.12
237.5,237.5,0,228,0,932,594,365,56.83
469,117.2,0,137.8,32.2,1069.2,840.5,28,45.08
167.4,42.1,163.4,165.6,7.8,1001.9,688.2,100,52.45
297.2,0,117.5,174.8,9.5,999.7,822.2,28,44.87
401.8,94.7,0,193.8,4.5,965.4,760.1,91,49.77
307,0,0,193,3,968,812,360,44.42
190.7,0,125.8,162.1,7.8,1090,804,100,40.66
425,172.6,0,153.6,8.2,852.1,867.2,28,33.8
265,111,86,195,5.9,833,790,28,55.9
425,106.3,0,183.8,16.5,852.1,887.1,28,42.55
469,117.2,0,137.8,32.2,852.1,840.5,3,23.74
387,20,94,157,13.9,938,845,28,67.11
236,157,0,186,8,838.6,749.1,28,39.38
295.8,0,0,185.7,0,1069.2,754.3,56,79.3
182,45.2,122,170.2,8.2,1059.4,780.7,56,53.9
300,0,0,184,0,1075,795,7,13.33
362.6,189,0,164,9.5,944.7,755.8,14,35.57
165,128.5,163.8,175.5,8.1,1006.4,746.6,91,68.5
220.8,147.2,0,185.7,0,1055,744.3,7,14.54
540,0,0,173,0,1125,613,14,26.06
540,0,0,173,0,1125,613,14,10.35
238,0,0,185,0,1118,789,28,29.65
376,0,0,214.6,0,1003.5,762.4,28,47.71
313.3,262.2,0,175.5,8.6,1046.9,611.8,28,51.43
310,0,0,192,0,1025,820,90,36.3
157,116,0,192,0,935.4,781.2,28,39.94
375,93.8,0,126.6,23.4,852.1,992.6,56,64.3
212,0,100,159,9,1003,903,28,41.72
425,166.8,0,153.5,16.1,852.1,840.5,3,35.3
382,0,0,186,0,1040,758,7,45.08
500.1,0,0,200,0,1124.4,613.2,90,44.42
203.5,305.3,0,203.5,0,963.4,630,90,46.24
331,0,0,192,0,978,825,3,14.8
349,0,0,192,0,1056,809,7,29.39
342,38,0,228,0,932,670,7,23.14
153.1,0,113,178.5,7.4,1001.9,688.7,28,10.54
325,0,0,183,0,1088,800,28,22.49
139.6,209.4,0,192,0,1047,806.9,120,38
451,0,0,165,11.3,1030,745,7,34.9
307,0,0,193,0,968,812,3,15.58
382.5,0,0,185.7,0,1047.8,739.3,90,39.66
289,0,0,192,0,913.2,895.3,90,35.23
250,0,95.7,187.4,5.5,955.8,859.2,28,34.2
166.1,50.1,163.8,176.5,5.7,1058.7,780.1,14,40.57
339.2,0,0,185.7,0,1069.2,754.3,28,44.09
316.1,210.7,0,185.7,0,977,689.3,3,6.9
236,0,0,194,0,968,885,90,50.73
322,0,0,203,0,974,800,180,29.87
287.3,121,94.6,187.6,9.2,904.4,695.4,7,47.4
355,17.5,94,201,8.9,967,871,90,40.87
230,0,118.3,195.5,4.6,1029.4,758.6,100,66.78
331,0,0,192,0,1025,821,7,10.03
238.2,158.8,0,185.7,0,1040.6,734.3,28,20.97
313.3,262.2,0,175.5,8.6,1046.9,611.8,3,41.3
302,114,0,228,0,932,670,90,38.22
491,26,123,199,3.9,822,799,28,46.2
349,0,0,192,0,1047,806,7,17.54
331,0,0,192,0,978,825,14,24.99
181.9,272.8,0,185.7,0,1012.4,714.3,28,33.7
313.3,316.1,0,175.1,8.6,878.4,611.8,14,14.99
310,0,0,192,0,1012,830,7,19.99
540,0,0,173,0,1125,613,1,6.47
277.1,0,97.4,160.6,11.8,973.9,875.6,3,10.73
238.1,0,94.1,186.7,7,949.9,847,28,33.73
139.6,209.4,0,192,0,1047,806.9,90,36.3
349,0,0,203,0,974,806,180,35.31
339,0,0,197,0,968,781,180,52.44
298,0,107,221,11,878,714,28,29.98
331,0,0,192,0,978,825,180,38.77
238,0,0,186,0,1119,789,28,23.51
166.1,0,125.2,163.8,9.9,1069.3,697.7,14,32.76
349,0,0,192,0,1047,806,180,54.28
520,0,0,170,5.5,1055,805,28,32.72
192,288,0,192,0,929.8,716.1,90,46.23
183.9,122.6,0,203.5,0,959.2,800,28,65.91
425,106.3,0,153.5,16.5,852.1,887.1,7,44.21
141.3,212,0,203.5,0,971.8,748.5,90,54.28
255,0,0,198,0,968,968,7,11.98
200,0,0,173,0,1125,613,14,31.9
302,0,0,203,0,1111,829,7,25.1
349,0,0,192,0,1047,806,90,31.27
349,0,0,192,0,1047,806,28,46.39
154.8,0,142.8,193.3,9.1,1047.4,696.6,28,39.06
213.8,98.1,24.5,181.7,6.7,1066,785.5,7,14.14
153,102,0,192,0,1125,613,28,24.48
133,200,0,192,0,927.4,839.2,7,10.73
252,0,98,146,14.3,946,856,28,22.75
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,56.14
194.7,0,100.5,165.6,7.5,1006.4,905.9,3,14.99
141.3,212,0,203.5,0,971.8,748.5,28,31.9
250,0,95.7,191.8,5.3,948.9,857.2,28,35.34
500,0,0,200,0,1125,613,180,41.72
332.5,142.5,0,228,0,932,594,28,50.46
146.5,0,89.3,202.5,0,860,829.5,28,15.05
520,0,0,210,0,850,850,28,50.6
238,0,0,185,0,1118,789,28,26.97
252.5,0,0,185.7,0,1111.6,784.3,28,21.5
376,0,0,214.6,0,1003.5,762.4,28,41.89
289,0,0,192,0,1047,806,3,10.38
350,0,0,203,0,974,775,180,33.76
339.2,0,0,185.7,0,1069.2,774.3,28,39.7
397,0,0,185.7,0,1040.6,734.3,28,39.16
380,95,0,228,0,932,594,270,74.17
288,192,0,192,0,929.8,716.1,28,33.3
236,0,0,193,0,968,885,180,43.73
305.3,203.5,0,203.5,0,965.4,631,7,29.23
236,0,0,193,0,968,885,3,33.3
149,118,91,183,7,953,780,28,33.96
152,0,112,181,8,985,816,28,26.86
259.9,99.9,77,195.2,6.6,919.7,749.1,56,43.58
165,0,143.6,163.8,0,1005.6,900.9,56,44.52
250.2,166.8,0,203.5,0,971.8,694.1,14,24.85
200,0,0,180.3,0,1125,613.2,28,31.9
397,0,0,186,0,1040,734,28,34.74
387,20,94,157,14.3,938,845,56,53.77
339.2,0,0,185.7,0,1069.2,754.3,28,43.58
313,161,0,178,13,917,759,28,51.33
516,0,0,162,8.3,801,802,28,41.54
525,0,0,189,0,1125,613,180,34.9
212,141.3,0,203.5,0,973.4,750,90,31.64
424,22,132,168,20.8,822,750,28,53.69
500,0,0,200,0,1125,613,90,55.06
349,0,0,192,0,1047,806,3,23.25
531.3,0,0,137.8,10.2,852.1,840.5,91,57.92
238,0,0,185,0,1118,789,28,23.22
167,75,167,164,7,867,770,100,39.45
349,0,0,192,0,1056,809,28,28.1
397,0,0,185.7,0,1040.6,734.3,7,23.22
182,45.2,122,170.2,8.2,1059.4,780.7,28,30.14
255,0,0,192,0,946.8,856.8,7,22.84
322,0,0,203,0,974,800,28,23.64
349,0,0,192,0,1047,806,28,31.27
380,95,0,228,0,932,594,90,50.94
167.9,75.4,167,164,7.9,1007.3,770.1,14,32.77
254,0,0,198,0,968,863,7,32.82
145.7,111,0,202.5,8.9,971.8,848.9,56,38.11
313,145,113,178,8,1002,689,28,44.28
135.7,203.5,0,185.7,0,1076.2,759.3,28,21.97
322,0,0,203,0,974,800,180,41.24
376,0,0,192,0,1003.5,762.4,28,33.73
153,145,113,178,8,1001,689,28,41.94
266,114,0,228,0,932,670,270,67.11
425,106.3,0,153.5,16.5,852.1,887.1,28,71.3
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,15.57
397,0,0,189,11.6,967,712,3,43.57
362.6,189,0,164.9,11.6,944.7,755.8,7,31.45
400,0,0,187,0,1025,745,28,58.52
387,20,94,157,13.9,938,845,56,48.85
165,0,143.6,163.8,0,1005.6,900.9,14,43.25
393,0,0,192,0,940,758,365,38.56
289,192,0,192,0,913.2,895.3,90,53.72
307,0,0,193,0,968,812,28,32.1
212.5,0,100.4,159.3,10.4,1003.5,903.8,100,51.72
375,0,0,186,0,1038,758,3,7.4
500,0,0,200,9,1125,613,28,59
148.5,0,137.9,196,15,878.6,813.2,28,27.66
277,117,91,191,7,946,666,28,47.81
305,0,0,185,0,1069,695,3,11.41
182,45.2,122,170.2,8.2,1059.4,780.7,100,61.92
190.3,0,125.2,161.9,9.9,1088.1,802.6,100,40.87
133,200,0,192,0,927.4,839.2,90,32.72
238.1,0,0,185.7,0,1118.8,789.3,7,21.86
349,0,0,192,0,1047,806.3,90,21.54
500,0,0,200,0,1125,613,14,38.11
192,288,0,192,0,929.8,716.1,28,27.63
382.5,0,0,185.7,0,1040.6,744.3,28,37.23
307,0,0,193,0,968,812,180,46.2
525,0,0,189,0,1125,613,14,29.72
350,0,0,183.9,0,1050,750,28,37.92
252,0,0,186,0,1104,784,28,38.46
236.9,98.1,71.5,246.9,6,852.9,695.4,28,46.9
236,0,0,194,0,968,885,3,4.57
310,0,0,192,0,970,850,360,52.3
540,53.8,0,173.1,2.5,926.1,664.3,7,35.76
312.7,0,0,178.1,8,999.7,822.2,28,58.8
397,0,0,185,0,1040,734,365,66
393,0,0,192,0,940.6,785.6,28,31.35
255,143,89,169,6,1119,696,28,29.23
385,0,0,186,0,966,763,28,46.93
525,0,0,189,0,1125,613,14,26.94
382.5,0,0,185.7,0,1055,744.3,28,66
375,93.4,0,126.6,23.4,852.1,887.1,7,27.42
213.7,0,174.7,154.8,10.2,1053.5,776.4,3,33.4
151,0,185,167,15,1074,678,28,27.42
349,0,0,192,0,1047,806,7,26.26
252,0,0,186,0,1111,784,3,22.95
427.5,47.5,0,228,0,932,594,270,51.33
284,13.5,100.5,179.9,8.5,860.6,805,28,14.99
439,178.1,0,186.7,28.2,884.9,707.9,56,64.3
200,133,0,192,0,965.4,806.2,7,17.37
349,0,0,192,0,1047,806,28,28.99
500,0,0,200,0,1125,613,28,79.3
266,114,0,228,0,932,670,270,38.33
480,0,0,192,0,936.2,712.2,90,48.28
135.7,203.5,0,185.7,0,1076.2,759.3,7,11.96
296,0,0,192,0,935.4,817,180,47.22
250,0,0,192,0,978,825,7,22.32
379.5,151.2,0,153.9,15.9,1134.3,605,7,49.9
380,95,0,228,0,932,594,365,56.34
295.7,0,95.6,171.5,8.9,955.1,859.2,91,75.5
475,118.8,0,181.1,8.9,852.1,781.5,91,59.49
332.5,142.5,0,228,0,932,594,180,36.8
393,0,0,192,0,940,758,28,32.05
303.6,137.2,0,213.5,6.1,895.5,722.5,28,25.48
173,116,0,192,3,935.4,764.3,28,28.02
164,111,175,202,11,833,709,28,61.07
331,0,0,192,0,978,825,360,41.05
405,0,0,175,0,1120,695,28,55.64
387,0,94,197,13.9,938,845,56,61.07
266,114,91,178,9,903,670,28,40.15
387,20,94,157,13.9,838,845,56,59.8
213.5,0,174.2,154.6,11.7,1052.3,775.5,28,47.4
500,0,0,200,0,1125,613,180,36.45
284,15,141,179,10.9,801,801,3,13.29
277.1,0,97.4,160.6,11.8,973.9,875.6,28,44.52
155,183,0,193,9,1047,697,28,49.2
275.1,0,0,185.7,0,1012.4,714.3,28,32.92
310,0,0,192,0,1012,830,28,35.23
213.7,0,174.7,154.8,10.2,1053.5,776.4,14,29.93
277,0,0,191,0,968,856,180,38.33
425,106.3,0,151.4,18.6,936,803.7,28,50.53
321,0,141,186,14.3,880,757,28,42.13
393,0,0,192,0,940,758,7,12.47
277.2,97.8,95.7,160.6,11.2,973.9,875.6,3,21.82
297,0,0,186,0,1055,734,180,27.66
387,20,94,157,7.9,938,845,56,44.21
382,0,0,186,0,1111,784,28,55.64
393,0,0,192,0,940.6,785.6,90,40.87
281,0,0,186,0,1104,774,7,7.84
296,0,0,192,0,1085,765,28,23.84
525,0,0,189,0,1125,613,28,35.87
349,0,0,192,0,1047,806,28,42.29
500,0,0,200,0,1125,613,3,9.87
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,24.45
393,0,0,192,0,940,801,90,54.6
154,144,112,220,9,923,658,28,6.88
122.6,183.9,0,203.5,0,958.2,800.1,28,28.99
349,0,0,192,0,1056,809,90,37.36
286.3,190.1,0,144.7,23.4,1004.6,803.7,28,52.43
393,0,0,192,0,940.6,785.6,90,46.93
379.5,151.2,0,153.9,15.9,1134.3,605,56,59.59
254,0,0,198,0,968,863,90,48.4
331,0,0,192,0,1025,821,28,31.38
172.4,0,172.4,156.8,4.1,1006.3,856.4,56,36.3
212.1,0,121.6,180.3,5.7,1057.6,779.3,28,34.24
200,133,0,192,0,965.4,806.2,28,29.79
213.8,98.1,24.5,181.7,6.7,1066,785.5,28,70.7
425,106.3,0,153.5,16.5,852.1,887.1,56,56.5
172.4,13.6,172.4,156.8,3.4,1007.3,856.4,56,61.86
331,0,0,192,0,978,825,28,31.18
252.5,0,0,185.7,0,1111.6,784.3,28,22.84
313,0,0,185,8,1046,689,28,36.35
339.2,0,0,197.9,6,968,781.2,91,54.6
382,0,0,186,0,1047,758,90,37.17
289,0,0,192,0,913.2,895.3,7,9.74
307,0,0,193,0,968,812,28,39.94
381.4,0,0,185.7,0,1104.6,784.3,28,40.68
350,0,0,192,0,974,849,7,18.91
289,0,0,192,0,889.8,811,28,24.1
275,0,0,182,3.9,966,763,28,43.38
173,116,0,192,0,946.8,856.8,90,60.95
288,192,0,192,0,932,721,28,45.84
250,0,0,182,0,1100,820,28,33.01
540,0,0,173,0,1125,613,28,37.17
285,0,94,221,7,938,845,28,15.44
379.5,151.2,0,153.9,15.9,935.4,605,3,35.3
